PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
153843,8404,"Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .",1,"Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .",3,2,1.9285714285714286
153844,8404,Britney Spears ' phoniness,1,Britney Spears ' phoniness,2,1,1.9285714285714286
153845,8404,"is nothing compared to the movie 's contrived , lame screenplay and listless direction .",0,"is nothing compared to the movie 's contrived , lame screenplay and listless direction .",3,3,1.9285714285714286
153846,8404,"is nothing compared to the movie 's contrived , lame screenplay and listless direction",0,"is nothing compared to the movie 's contrived , lame screenplay and listless direction",3,3,1.9285714285714286
153849,8404,"to the movie 's contrived , lame screenplay and listless direction",0,"to the movie 's contrived , lame screenplay and listless direction",3,3,1.9285714285714286
94298,4922,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,0,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,3,3,1.9285714285714286
94311,4922,in a movie,2,in a movie,2,0,1.9285714285714286
94305,4922,dreamed up,3,dreamed up,2,1,1.9285714285714286
94310,4922,sickening product placement,1,sickening product placement,2,1,1.9285714285714286
94309,4922,and sickening product placement,1,and sickening product placement,2,1,1.9285714285714286
94308,4922,blatant and sickening product placement,0,blatant and sickening product placement,2,2,1.9285714285714286
153856,8404,listless direction,1,listless direction,2,1,1.9285714285714286
153855,8404,lame screenplay,1,lame screenplay,2,1,1.9285714285714286
94307,4922,such blatant and sickening product placement,1,such blatant and sickening product placement,2,1,1.9285714285714286
94306,4922,dreamed,2,dreamed,2,0,1.9285714285714286
94304,4922,dreamed up such blatant and sickening product placement,1,dreamed up such blatant and sickening product placement,2,1,1.9285714285714286
94299,4922,even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,0,even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,4,4,1.9285714285714286
94303,4922,dreamed up such blatant and sickening product placement in a movie,1,dreamed up such blatant and sickening product placement in a movie,4,3,1.9285714285714286
94302,4922,has dreamed up such blatant and sickening product placement in a movie,0,has dreamed up such blatant and sickening product placement in a movie,4,4,1.9285714285714286
94301,4922,has dreamed up such blatant and sickening product placement in a movie .,1,has dreamed up such blatant and sickening product placement in a movie .,4,3,1.9285714285714286
94300,4922,Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,1,Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,4,3,1.9285714285714286
127265,6844,is sordid and disgusting,0,is sordid and disgusting,3,3,1.9
127267,6844,sordid and,1,sordid and,2,1,1.9
127266,6844,sordid and disgusting,0,sordid and disgusting,2,2,1.9
127802,6873,"thoughtful , emotional movie experience",4,"thoughtful , emotional movie experience",2,2,1.9
127264,6844,is sordid and disgusting .,0,is sordid and disgusting .,3,3,1.9
127801,6873,"a thoughtful , emotional movie experience",4,"a thoughtful , emotional movie experience",2,2,1.9
127262,6844,", Hollywood is sordid and disgusting .",0,", Hollywood is sordid and disgusting .",3,3,1.9
127261,6844,glitz,3,glitz,2,1,1.9
127260,6844,the glitz,2,the glitz,2,0,1.9
127259,6844,Behind the glitz,2,Behind the glitz,2,0,1.9
127258,6844,"Behind the glitz , Hollywood is sordid and disgusting .",0,"Behind the glitz , Hollywood is sordid and disgusting .",3,3,1.9
127794,6873,"and your reward will be a thoughtful , emotional movie experience .",4,"and your reward will be a thoughtful , emotional movie experience .",0,4,1.9
127795,6873,"your reward will be a thoughtful , emotional movie experience .",4,"your reward will be a thoughtful , emotional movie experience .",2,2,1.9
127796,6873,your reward,3,your reward,2,1,1.9
127797,6873,reward,3,reward,2,1,1.9
127798,6873,"will be a thoughtful , emotional movie experience .",4,"will be a thoughtful , emotional movie experience .",2,2,1.9
127799,6873,"will be a thoughtful , emotional movie experience",4,"will be a thoughtful , emotional movie experience",2,2,1.9
127800,6873,"be a thoughtful , emotional movie experience",4,"be a thoughtful , emotional movie experience",2,2,1.9
127263,6844,Hollywood is sordid and disgusting .,0,Hollywood is sordid and disgusting .,3,3,1.9
127803,6873,"thoughtful , emotional",3,"thoughtful , emotional",2,1,1.9
62546,3163,does not work,1,does n't work,2,1,1.8888888888888888
122163,6547,the most disappointing Woody Allen movie,0,the most disappointing Woody Allen movie,2,2,1.8888888888888888
62545,3163,just does not work,1,just does n't work,2,1,1.8888888888888888
62538,3163,An awkward hybrid of genres that just does not work .,1,An awkward hybrid of genres that just does n't work .,4,3,1.8888888888888888
62539,3163,An awkward hybrid of genres that just does not work,1,An awkward hybrid of genres that just does n't work,4,3,1.8888888888888888
62540,3163,An awkward hybrid,1,An awkward hybrid,2,1,1.8888888888888888
62541,3163,awkward hybrid,1,awkward hybrid,2,1,1.8888888888888888
62542,3163,of genres that just does not work,1,of genres that just does n't work,1,0,1.8888888888888888
122159,6547,Hollywood Ending is the most disappointing Woody Allen movie ever .,0,Hollywood Ending is the most disappointing Woody Allen movie ever .,3,3,1.8888888888888888
122161,6547,is the most disappointing Woody Allen movie ever,0,is the most disappointing Woody Allen movie ever,3,3,1.8888888888888888
122162,6547,is the most disappointing Woody Allen movie,0,is the most disappointing Woody Allen movie,3,3,1.8888888888888888
122160,6547,is the most disappointing Woody Allen movie ever .,0,is the most disappointing Woody Allen movie ever .,3,3,1.8888888888888888
122164,6547,most disappointing Woody Allen movie,0,most disappointing Woody Allen movie,2,2,1.8888888888888888
122165,6547,most disappointing,1,most disappointing,2,1,1.8888888888888888
122166,6547,Woody Allen movie,2,Woody Allen movie,2,0,1.8888888888888888
122167,6547,Allen movie,2,Allen movie,2,0,1.8888888888888888
62543,3163,genres that just does not work,0,genres that just does n't work,4,4,1.8888888888888888
62544,3163,that just does not work,1,that just does n't work,4,3,1.8888888888888888
125906,6763,"It 's leaden and predictable ,",0,"It 's leaden and predictable ,",2,2,1.875
47006,2290,stunning animation,4,stunning animation,2,2,1.875
47001,2290,truly wonderful tale,4,truly wonderful tale,2,2,1.875
125903,6763,"It 's leaden and predictable , and laughs are lacking .",1,"It 's leaden and predictable , and laughs are lacking .",4,3,1.875
47002,2290,truly wonderful,4,truly wonderful,2,2,1.875
47003,2290,combined with stunning animation .,4,combined with stunning animation .,2,2,1.875
47004,2290,combined with stunning animation,4,combined with stunning animation,2,2,1.875
47005,2290,with stunning animation,4,with stunning animation,2,2,1.875
125904,6763,"It 's leaden and predictable , and laughs are lacking",1,"It 's leaden and predictable , and laughs are lacking",4,3,1.875
152337,8312,time stinker,0,time stinker,2,2,1.875
125905,6763,"It 's leaden and predictable , and",1,"It 's leaden and predictable , and",4,3,1.875
152336,8312,big time stinker,0,big time stinker,2,2,1.875
125907,6763,It 's leaden and predictable,2,It 's leaden and predictable,2,0,1.875
125910,6763,laughs are lacking,1,laughs are lacking,2,1,1.875
46999,2290,A truly wonderful tale combined with stunning animation .,4,A truly wonderful tale combined with stunning animation .,2,2,1.875
125909,6763,leaden and predictable,0,leaden and predictable,2,2,1.875
125908,6763,'s leaden and predictable,1,'s leaden and predictable,2,1,1.875
47000,2290,A truly wonderful tale,3,A truly wonderful tale,2,1,1.875
152335,8312,a big time stinker,1,a big time stinker,2,1,1.875
116218,6193,"A terrific B movie -- in fact , the best in recent memory",4,"A terrific B movie -- in fact , the best in recent memory",2,2,1.875
116219,6193,A terrific B movie --,3,A terrific B movie --,2,1,1.875
116224,6193,the best in recent memory,4,the best in recent memory,2,2,1.875
116223,6193,"fact , the best in recent memory",4,"fact , the best in recent memory",2,2,1.875
116222,6193,"in fact , the best in recent memory",4,"in fact , the best in recent memory",2,2,1.875
116221,6193,terrific B movie,4,terrific B movie,2,2,1.875
152330,8312,`` The Adventures of Pluto Nash '' is a big time stinker .,0,`` The Adventures of Pluto Nash '' is a big time stinker .,2,2,1.875
116220,6193,A terrific B movie,4,A terrific B movie,2,2,1.875
152334,8312,is a big time stinker,0,is a big time stinker,2,2,1.875
152333,8312,is a big time stinker .,0,is a big time stinker .,2,2,1.875
152332,8312,'' is a big time stinker .,0,'' is a big time stinker .,2,2,1.875
152331,8312,The Adventures of Pluto Nash '' is a big time stinker .,0,The Adventures of Pluto Nash '' is a big time stinker .,2,2,1.875
116217,6193,"A terrific B movie -- in fact , the best in recent memory .",4,"A terrific B movie -- in fact , the best in recent memory .",2,2,1.875
42808,2066,"A wild , endearing , masterful documentary .",4,"A wild , endearing , masterful documentary .",2,2,1.8571428571428572
42812,2066,", endearing , masterful",4,", endearing , masterful",2,2,1.8571428571428572
42809,2066,"A wild , endearing , masterful documentary",4,"A wild , endearing , masterful documentary",2,2,1.8571428571428572
42810,2066,"wild , endearing , masterful documentary",4,"wild , endearing , masterful documentary",2,2,1.8571428571428572
42814,2066,", masterful",3,", masterful",2,1,1.8571428571428572
42813,2066,"endearing , masterful",4,"endearing , masterful",2,2,1.8571428571428572
42811,2066,"wild , endearing , masterful",4,"wild , endearing , masterful",2,2,1.8571428571428572
84338,4358,the rare sequel,3,the rare sequel,2,1,1.8461538461538463
84336,4358,energetic and sweetly,3,energetic and sweetly,2,1,1.8461538461538463
84337,4358,the rare sequel that 's better than its predecessor,4,the rare sequel that 's better than its predecessor,2,2,1.8461538461538463
84335,4358,energetic and sweetly whimsical,3,energetic and sweetly whimsical,2,1,1.8461538461538463
84334,4358,", energetic and sweetly whimsical",4,", energetic and sweetly whimsical",2,2,1.8461538461538463
84330,4358,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .",4,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .",0,4,1.8461538461538463
84333,4358,"Colorful , energetic and sweetly whimsical",4,"Colorful , energetic and sweetly whimsical",2,2,1.8461538461538463
84332,4358,"Colorful , energetic and sweetly whimsical ...",4,"Colorful , energetic and sweetly whimsical ...",2,2,1.8461538461538463
84339,4358,rare sequel,3,rare sequel,2,1,1.8461538461538463
84331,4358,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor",4,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor",0,4,1.8461538461538463
84340,4358,that 's better than its predecessor,3,that 's better than its predecessor,2,1,1.8461538461538463
84342,4358,better than its predecessor,4,better than its predecessor,2,2,1.8461538461538463
84341,4358,'s better than its predecessor,3,'s better than its predecessor,2,1,1.8461538461538463
89668,4666,of the best movies of the year,4,of the best movies of the year,2,2,1.8333333333333333
33722,1585,engrossing and infectiously enthusiastic,4,engrossing and infectiously enthusiastic,2,2,1.8333333333333333
33721,1585,engrossing and infectiously enthusiastic documentary,4,engrossing and infectiously enthusiastic documentary,2,2,1.8333333333333333
65169,3297,Keener is marvelous,4,Keener is marvelous,2,2,1.8333333333333333
65170,3297,Keener,2,Keener,2,0,1.8333333333333333
33720,1585,An engrossing and infectiously enthusiastic documentary,4,An engrossing and infectiously enthusiastic documentary,2,2,1.8333333333333333
65171,3297,is marvelous,4,is marvelous,2,2,1.8333333333333333
89666,4666,One of the best movies of the year .,4,One of the best movies of the year .,2,2,1.8333333333333333
89667,4666,One of the best movies of the year,4,One of the best movies of the year,2,2,1.8333333333333333
33719,1585,An engrossing and infectiously enthusiastic documentary .,4,An engrossing and infectiously enthusiastic documentary .,2,2,1.8333333333333333
105314,5560,pretty stupid,0,pretty stupid,2,2,1.8333333333333333
105313,5560,'s pretty stupid,0,'s pretty stupid,2,2,1.8333333333333333
105312,5560,'s pretty stupid .,0,'s pretty stupid .,2,2,1.8333333333333333
89669,4666,the best movies of the year,4,the best movies of the year,2,2,1.8333333333333333
105311,5560,it 's pretty stupid .,0,it 's pretty stupid .,2,2,1.8333333333333333
105310,5560,", it 's pretty stupid .",0,", it 's pretty stupid .",2,2,1.8333333333333333
105309,5560,"Frankly , it 's pretty stupid .",1,"Frankly , it 's pretty stupid .",2,1,1.8333333333333333
141463,7675,is a disaster,1,is a disaster,2,1,1.8333333333333333
141462,7675,is a disaster .,0,is a disaster .,2,2,1.8333333333333333
141461,7675,the movie is a disaster .,0,the movie is a disaster .,2,2,1.8333333333333333
141460,7675,", the movie is a disaster .",0,", the movie is a disaster .",2,2,1.8333333333333333
141459,7675,"Stylistically , the movie is a disaster .",0,"Stylistically , the movie is a disaster .",2,2,1.8333333333333333
141458,7675,"... Stylistically , the movie is a disaster .",0,"... Stylistically , the movie is a disaster .",2,2,1.8333333333333333
65168,3297,been in years,2,been in years,2,0,1.8333333333333333
89671,4666,best movies,3,best movies,2,1,1.8333333333333333
89670,4666,the best movies,4,the best movies,2,2,1.8333333333333333
19910,882,brilliant movie,4,brilliant movie,2,2,1.8333333333333333
106561,5627,'s also not very good,0,'s also not very good,3,3,1.8333333333333333
65167,3297,'s been in years,2,'s been in years,2,0,1.8333333333333333
59968,3025,baaaaaaaaad,0,baaaaaaaaad,2,2,1.8333333333333333
19909,882,a brilliant movie,4,a brilliant movie,2,2,1.8333333333333333
19908,882,is a brilliant movie,4,is a brilliant movie,2,2,1.8333333333333333
19907,882,is a brilliant movie .,4,is a brilliant movie .,2,2,1.8333333333333333
19906,882,Sometimes is a brilliant movie .,3,Sometimes is a brilliant movie .,2,1,1.8333333333333333
19905,882,Charlotte Sometimes is a brilliant movie .,4,Charlotte Sometimes is a brilliant movie .,2,2,1.8333333333333333
59963,3025,This is one baaaaaaaaad movie .,0,This is one baaaaaaaaad movie .,1,1,1.8333333333333333
59964,3025,is one baaaaaaaaad movie .,0,is one baaaaaaaaad movie .,2,2,1.8333333333333333
65166,3297,he 's been in years,1,he 's been in years,2,1,1.8333333333333333
59965,3025,is one baaaaaaaaad movie,0,is one baaaaaaaaad movie,2,2,1.8333333333333333
59966,3025,one baaaaaaaaad movie,0,one baaaaaaaaad movie,2,2,1.8333333333333333
59967,3025,baaaaaaaaad movie,0,baaaaaaaaad movie,2,2,1.8333333333333333
33724,1585,infectiously,3,infectiously,2,1,1.8333333333333333
65160,3297,Pacino is the best he 's been in years and Keener is marvelous .,4,Pacino is the best he 's been in years and Keener is marvelous .,0,4,1.8333333333333333
65165,3297,the best he 's been in years,4,the best he 's been in years,2,2,1.8333333333333333
106562,5627,'s also not,2,'s also not,2,0,1.8333333333333333
33723,1585,infectiously enthusiastic,4,infectiously enthusiastic,2,2,1.8333333333333333
106560,5627,'s also not very good .,1,'s also not very good .,3,2,1.8333333333333333
65161,3297,Pacino is the best he 's been in years and Keener is marvelous,3,Pacino is the best he 's been in years and Keener is marvelous,0,3,1.8333333333333333
65162,3297,Pacino is the best he 's been in years and,4,Pacino is the best he 's been in years and,0,4,1.8333333333333333
65163,3297,Pacino is the best he 's been in years,4,Pacino is the best he 's been in years,2,2,1.8333333333333333
65164,3297,is the best he 's been in years,4,is the best he 's been in years,2,2,1.8333333333333333
106559,5627,it 's also not very good .,1,it 's also not very good .,3,2,1.8333333333333333
106557,5627,"Unfortunately , it 's also not very good .",0,"Unfortunately , it 's also not very good .",3,3,1.8333333333333333
106558,5627,", it 's also not very good .",2,", it 's also not very good .",3,1,1.8333333333333333
97661,5112,stuck pig,2,stuck pig,2,0,1.8125
97672,5112,pallid horror,1,pallid horror,2,1,1.8125
97659,5112,This stuck pig of a movie,0,This stuck pig of a movie,2,2,1.8125
97673,5112,pallid,1,pallid,2,1,1.8125
97665,5112,flails,1,flails,2,1,1.8125
97658,5112,This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,0,This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,3,3,1.8125
97660,5112,This stuck pig,1,This stuck pig,2,1,1.8125
97664,5112,flails limply between bizarre comedy and pallid horror,0,flails limply between bizarre comedy and pallid horror,4,4,1.8125
97662,5112,pig,1,pig,2,1,1.8125
97663,5112,flails limply between bizarre comedy and pallid horror .,0,flails limply between bizarre comedy and pallid horror .,4,4,1.8125
97670,5112,bizarre comedy and,2,bizarre comedy and,4,2,1.8125
97669,5112,bizarre comedy and pallid horror,2,bizarre comedy and pallid horror,4,2,1.8125
97668,5112,between bizarre comedy and pallid horror,2,between bizarre comedy and pallid horror,4,2,1.8125
97667,5112,limply,1,limply,2,1,1.8125
97666,5112,limply between bizarre comedy and pallid horror,0,limply between bizarre comedy and pallid horror,4,4,1.8125
97671,5112,bizarre comedy,2,bizarre comedy,2,0,1.8125
146137,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters",0,4,1.8076923076923077
146132,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags",0,4,1.8076923076923077
146136,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters ,",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters ,",0,4,1.8076923076923077
146135,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue",0,4,1.8076923076923077
146134,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and",0,4,1.8076923076923077
146133,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply",0,4,1.8076923076923077
146131,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",0,4,1.8076923076923077
146130,7947,"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",3,"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",0,3,1.8076923076923077
146139,7947,"flat-out amusing , sometimes endearing and often fabulous",4,"flat-out amusing , sometimes endearing and often fabulous",2,2,1.8076923076923077
146138,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast ,",4,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast ,",2,2,1.8076923076923077
146145,7947,often fabulous,2,often fabulous,2,0,1.8076923076923077
146140,7947,"flat-out amusing , sometimes endearing and",3,"flat-out amusing , sometimes endearing and",2,1,1.8076923076923077
146141,7947,"flat-out amusing , sometimes endearing",3,"flat-out amusing , sometimes endearing",2,1,1.8076923076923077
146142,7947,"flat-out amusing ,",4,"flat-out amusing ,",2,2,1.8076923076923077
146143,7947,flat-out amusing,4,flat-out amusing,2,2,1.8076923076923077
146144,7947,sometimes endearing,3,sometimes endearing,2,1,1.8076923076923077
146146,7947,", with a solid cast ,",3,", with a solid cast ,",2,1,1.8076923076923077
146147,7947,"with a solid cast ,",3,"with a solid cast ,",2,1,1.8076923076923077
146148,7947,with a solid cast,2,with a solid cast,2,0,1.8076923076923077
146149,7947,noteworthy characters,3,noteworthy characters,2,1,1.8076923076923077
146150,7947,noteworthy,3,noteworthy,2,1,1.8076923076923077
146152,7947,a wide supply,2,a wide supply,2,0,1.8076923076923077
146154,7947,of effective sight gags,2,of effective sight gags,2,0,1.8076923076923077
146155,7947,effective sight gags,2,effective sight gags,2,0,1.8076923076923077
146153,7947,wide supply,2,wide supply,2,0,1.8076923076923077
146151,7947,delicious dialogue,3,delicious dialogue,2,1,1.8076923076923077
144840,7863,a mess from start,2,a mess from start,2,0,1.8
137215,7422,"The movie is brilliant , really .",4,"The movie is brilliant , really .",2,2,1.8
53908,2676,asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,2,asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,0,2,1.8
53909,2676,asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up,3,asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
12562,539,` This movie sucks . ',0,` This movie sucks . ',2,2,1.8
12563,539,This movie sucks . ',1,This movie sucks . ',2,1,1.8
12564,539,sucks . ',0,sucks . ',2,2,1.8
12565,539,sucks .,0,sucks .,2,2,1.8
53910,2676,nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up,3,nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
53911,2676,of the audience other than to sit back and enjoy a couple of great actors hamming it up,3,of the audience other than to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
12566,539,sucks,0,sucks,2,2,1.8
11104,475,An extremely unpleasant film .,0,An extremely unpleasant film .,2,2,1.8
53912,2676,the audience other than to sit back and enjoy a couple of great actors hamming it up,3,the audience other than to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
53913,2676,other than to sit back and enjoy a couple of great actors hamming it up,3,other than to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
137216,7422,"is brilliant , really .",4,"is brilliant , really .",2,2,1.8
53914,2676,than to sit back and enjoy a couple of great actors hamming it up,4,than to sit back and enjoy a couple of great actors hamming it up,0,4,1.8
144839,7863,a mess from start to finish,0,a mess from start to finish,2,2,1.8
53915,2676,to sit back and enjoy a couple of great actors hamming it up,3,to sit back and enjoy a couple of great actors hamming it up,0,3,1.8
137217,7422,"is brilliant , really",4,"is brilliant , really",2,2,1.8
137218,7422,"is brilliant ,",3,"is brilliant ,",2,1,1.8
137219,7422,is brilliant,4,is brilliant,2,2,1.8
126802,6817,power and sadness,2,power and sadness,2,0,1.8
144838,7863,is a mess from start to finish,0,is a mess from start to finish,2,2,1.8
144837,7863,is a mess from start to finish .,0,is a mess from start to finish .,2,2,1.8
144836,7863,The movie is a mess from start to finish .,1,The movie is a mess from start to finish .,4,3,1.8
126801,6817,riveting power and sadness,3,riveting power and sadness,2,1,1.8
126800,6817,of riveting power and sadness,3,of riveting power and sadness,2,1,1.8
126799,6817,A movie of riveting power and sadness,3,A movie of riveting power and sadness,0,3,1.8
53907,2676,It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,3,It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,0,3,1.8
126798,6817,A movie of riveting power and sadness .,4,A movie of riveting power and sadness .,0,4,1.8
53918,2676,sit back,2,sit back,2,0,1.8
53924,2676,hamming it up,2,hamming it up,2,0,1.8
53922,2676,great actors hamming it up,3,great actors hamming it up,2,1,1.8
53921,2676,of great actors hamming it up,1,of great actors hamming it up,2,1,1.8
53920,2676,a couple of great actors hamming it up,4,a couple of great actors hamming it up,2,2,1.8
53919,2676,enjoy a couple of great actors hamming it up,3,enjoy a couple of great actors hamming it up,2,1,1.8
11105,475,An extremely unpleasant film,0,An extremely unpleasant film,2,2,1.8
53917,2676,sit back and,2,sit back and,2,0,1.8
53916,2676,sit back and enjoy a couple of great actors hamming it up,4,sit back and enjoy a couple of great actors hamming it up,2,2,1.8
53925,2676,hamming it,2,hamming it,2,0,1.8
53926,2676,hamming,2,hamming,2,0,1.8
11108,475,unpleasant,1,unpleasant,2,1,1.8
11107,475,extremely unpleasant,0,extremely unpleasant,2,2,1.8
11106,475,extremely unpleasant film,0,extremely unpleasant film,2,2,1.8
53923,2676,great actors,4,great actors,2,2,1.8
110428,5849,the story too intriguing,2,the story too intriguing,2,0,1.7857142857142858
110429,5849,too intriguing,2,too intriguing,2,0,1.7857142857142858
110430,5849,for technical flaws to get in the way,1,for technical flaws to get in the way,2,1,1.7857142857142858
110431,5849,technical flaws to get in the way,1,technical flaws to get in the way,2,1,1.7857142857142858
110432,5849,technical flaws,1,technical flaws,2,1,1.7857142857142858
110419,5849,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",4,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",1,3,1.7857142857142858
110427,5849,too good,3,too good,1,2,1.7857142857142858
110426,5849,are simply too good,3,are simply too good,1,2,1.7857142857142858
110425,5849,The actors are simply too good,4,The actors are simply too good,1,3,1.7857142857142858
110424,5849,"The actors are simply too good ,",3,"The actors are simply too good ,",1,2,1.7857142857142858
110423,5849,"The actors are simply too good , and",4,"The actors are simply too good , and",1,3,1.7857142857142858
110422,5849,"The actors are simply too good , and the story too intriguing",4,"The actors are simply too good , and the story too intriguing",1,3,1.7857142857142858
110421,5849,"The actors are simply too good , and the story too intriguing ,",4,"The actors are simply too good , and the story too intriguing ,",1,3,1.7857142857142858
110420,5849,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way",2,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way",1,1,1.7857142857142858
65745,3333,"It 's a loathsome movie ,",0,"It 's a loathsome movie ,",2,2,1.7857142857142858
65748,3333,a loathsome movie,0,a loathsome movie,2,2,1.7857142857142858
65747,3333,'s a loathsome movie,1,'s a loathsome movie,2,1,1.7857142857142858
65753,3333,makes absolutely no sense,0,makes absolutely no sense,2,2,1.7857142857142858
65752,3333,it makes absolutely no sense,0,it makes absolutely no sense,2,2,1.7857142857142858
65751,3333,really is,2,really is,2,0,1.7857142857142858
65750,3333,it really is,2,it really is,2,0,1.7857142857142858
65749,3333,loathsome movie,0,loathsome movie,2,2,1.7857142857142858
65741,3333,"It 's a loathsome movie , it really is and it makes absolutely no sense .",0,"It 's a loathsome movie , it really is and it makes absolutely no sense .",3,3,1.7857142857142858
65754,3333,absolutely no sense,2,absolutely no sense,2,0,1.7857142857142858
65746,3333,It 's a loathsome movie,0,It 's a loathsome movie,2,2,1.7857142857142858
65742,3333,"It 's a loathsome movie , it really is and it makes absolutely no sense",0,"It 's a loathsome movie , it really is and it makes absolutely no sense",3,3,1.7857142857142858
65743,3333,"It 's a loathsome movie , it really is and",0,"It 's a loathsome movie , it really is and",3,3,1.7857142857142858
65744,3333,"It 's a loathsome movie , it really is",0,"It 's a loathsome movie , it really is",3,3,1.7857142857142858
63513,3214,one of the finest films of the year,4,one of the finest films of the year,2,2,1.7777777777777777
50161,2464,family drama,3,family drama,2,1,1.7777777777777777
50160,2464,entertaining and moving,4,entertaining and moving,2,2,1.7777777777777777
50158,2464,solidly entertaining and moving family drama,4,solidly entertaining and moving family drama,2,2,1.7777777777777777
50157,2464,a solidly entertaining and moving family drama,4,a solidly entertaining and moving family drama,2,2,1.7777777777777777
50156,2464,delivered a solidly entertaining and moving family drama,4,delivered a solidly entertaining and moving family drama,2,2,1.7777777777777777
50155,2464,has delivered a solidly entertaining and moving family drama,4,has delivered a solidly entertaining and moving family drama,2,2,1.7777777777777777
50154,2464,has delivered a solidly entertaining and moving family drama .,3,has delivered a solidly entertaining and moving family drama .,2,1,1.7777777777777777
50153,2464,Jones has delivered a solidly entertaining and moving family drama .,4,Jones has delivered a solidly entertaining and moving family drama .,2,2,1.7777777777777777
63510,3214,is undoubtedly one of the finest films of the year .,4,is undoubtedly one of the finest films of the year .,2,2,1.7777777777777777
63509,3214,About Schmidt is undoubtedly one of the finest films of the year .,4,About Schmidt is undoubtedly one of the finest films of the year .,2,2,1.7777777777777777
50159,2464,solidly entertaining and moving,4,solidly entertaining and moving,2,2,1.7777777777777777
63514,3214,of the finest films of the year,4,of the finest films of the year,2,2,1.7777777777777777
63515,3214,the finest films of the year,4,the finest films of the year,2,2,1.7777777777777777
63511,3214,is undoubtedly one of the finest films of the year,4,is undoubtedly one of the finest films of the year,2,2,1.7777777777777777
63516,3214,the finest films,4,the finest films,2,2,1.7777777777777777
63517,3214,finest films,4,finest films,2,2,1.7777777777777777
63512,3214,is undoubtedly,2,is undoubtedly,2,0,1.7777777777777777
150896,8225,"sweet , genuine",4,"sweet , genuine",2,2,1.7647058823529411
